,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
1764,,1847.0,8.0,7.0,,,,,,"EGYPT:  AL-FAYYUM, CAIRO",29.5,30.5,,,11.0,185.0,3.0,,,,4.0,,4.0,4072.0,4.0,4072.0,4.0,126.0,3.0,,,,4.0,,4.0,4072.0,4.0,,4.0
1765,,1847.0,10.0,2.0,,,,,,MEXICO:  OAXACA,17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,
1766,,1847.0,10.0,8.0,,,,,,CHILE:  COQUIMBO,-31.61,-71.18,,7.3,8.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,
1767,,1847.0,10.0,19.0,,,,756.0,,CHILE:  COQUIMBO,-31.61,-71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,,1847.0,10.0,31.0,,,,757.0,,INDIA:  LITTLE NICOBAR ISLAND,7.332999999999999,93.667,,,10.0,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,
1769,,1847.0,11.0,16.0,,,,,,INDONESIA:  JAVA:  CHERIBON,-6.67,108.55,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
1770,,1847.0,12.0,19.0,6.0,0.0,,,,PORTUGAL:  LISBON,38.7,-9.2,,,10.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,
1771,,1848.0,1.0,11.0,,,0.0,,,ITALY:  SICILY,37.2,15.2,,,11.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1772,,1848.0,2.0,,,,,,,MOROCCO:  MELILLA,35.3,-2.97,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1773,,1848.0,5.0,31.0,,,0.0,,,"MEXICO:  OAXACA,GUERRERO",17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1774,,1848.0,7.0,12.0,,,,759.0,,FRENCH POLYNESIA:  TAHITI,-17.9,-149.9,,6.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1775,,1848.0,10.0,15.0,14.0,10.0,,760.0,,NEW ZEALAND:  N.,-41.3,174.5,,7.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1776,,1848.0,10.0,17.0,4.0,10.0,,5485.0,,NEW ZEALAND:  COOK STRAIT,,,,6.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,2.0
1777,,1848.0,10.0,18.0,17.0,33.0,,5486.0,,"NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH",-41.67,174.0,,6.0,,3.0,1.0,,,,,,,,2.0,,,3.0,1.0,,,,,,,,2.0,,
1778,,1848.0,12.0,3.0,,,,,,TAIWAN: ZHANGHUA,24.1,120.5,,6.8,9.0,1001.0,4.0,,,,4.0,,4.0,20300.0,1.0,,,1001.0,4.0,,,,,,4.0,20300.0,4.0,,
1779,,1849.0,1.0,25.0,5.0,10.0,,763.0,,GUAM,14.0,143.3,,7.5,9.0,,,,,,2.0,,3.0,,3.0,,,,3.0,,,,2.0,,3.0,,3.0,,
1780,,1849.0,2.0,26.0,9.0,30.0,,,,VENEZUELA:  TACHIRA (LOBATERA),7.3,-72.3,13.0,6.0,9.0,40.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
1781,,1849.0,5.0,3.0,10.0,,0.0,,,VENEZUELA:  MARACAIBO,10.7,-71.6,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,
1782,,1849.0,9.0,28.0,9.0,,,767.0,,RUSSIA:  KAMCHATKA,55.0,166.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
1783,,1849.0,10.0,28.0,9.0,0.0,,,,RUSSIA:  KOMANDORSKY ISLAND,55.0,166.0,20.0,7.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,
1784,,1849.0,11.0,17.0,10.0,10.0,,772.0,,CHILE:  COQUIMBO,-29.95,-71.37,,7.5,8.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,1.0
1785,,1850.0,4.0,29.0,,,0.0,,,BALKANS NW:  CROATIA:  STON,42.8,17.7,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,
1786,,1850.0,9.0,12.0,,,,,,CHINA:  SICHUAN:  XICHANG,27.8,102.3,,7.5,10.0,20650.0,4.0,,,,,,4.0,,,,,20650.0,4.0,,,,,,4.0,,,,
1787,,1850.0,,,,,,,,CHINA:  GANSU PROVINCE:  WUSBAN,34.7,104.9,,5.0,6.0,,2.0,,,,,,1.0,,1.0,,,,2.0,,,,,,1.0,,1.0,,
1788,,1851.0,1.0,1.0,,,0.0,,,SWITZERLAND,46.3,8.0,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
1789,,1851.0,1.0,20.0,,,0.0,,,ALBANIA,41.2,20.2,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1790,,1851.0,2.0,2.0,10.0,,,,,COLOMBIA:  CARTAGENA,10.4,-76.4,,5.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,
1791,,1851.0,2.0,28.0,13.0,,,775.0,,TURKEY:  FETHIYE; GREECE:  RHODES,36.5,28.8,,,10.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1792,,1851.0,4.0,2.0,10.0,48.0,,777.0,,CHILE:  VALPARAISO,-33.32,-71.42,,7.1,8.0,,1.0,,,,,,3.0,,3.0,,,,1.0,,,,,,3.0,,3.0,,
1793,,1851.0,4.0,19.0,14.0,30.0,,,,PAKISTAN:  GAVADER,25.1,62.3,,,,,,,,,,,2.0,,3.0,,3.0,,,,,,,,2.0,,3.0,,
1794,,1851.0,5.0,15.0,16.0,10.0,0.0,781.0,,CALIFORNIA:  NORTHERN,37.8,-122.4,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
1795,,1851.0,5.0,16.0,13.0,,0.0,,,GUADELOUPE:  POINTE-A-PITRE,16.2,-61.4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1796,,1851.0,5.0,26.0,18.0,14.0,,783.0,,CHILE:  COPIAPO,-27.35,-70.35,,7.2,10.0,,,,,,,,3.0,,3.0,,,,,,,,,,2.0,,3.0,,
1797,,1851.0,8.0,14.0,1.0,23.0,,,,"ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE",41.0,15.7,,,11.0,671.0,3.0,,,,,,3.0,,3.0,,,671.0,3.0,,,,,,3.0,,3.0,,
1798,,1851.0,10.0,12.0,6.0,,,784.0,,"ALBANIA:  VLORE (VALONA),BERAT; TURKEY",40.5,19.7,,6.6,11.0,2000.0,4.0,,,,,,4.0,,4.0,,,2000.0,4.0,,,,,,4.0,,4.0,,
1799,,1851.0,10.0,17.0,,,,,,ALBANIA:  BERAT,40.5,19.7,,,10.0,400.0,3.0,,,,,,3.0,,3.0,,,400.0,3.0,,,,,,3.0,,3.0,,
1800,,1851.0,11.0,13.0,2.0,51.0,0.0,785.0,,CALIFORNIA:  NORTHERN,40.0,-122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,,1851.0,,,,,0.0,,,IRAN:  SHAHRUD,36.2,55.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1802,,1852.0,1.0,9.0,,,,5454.0,,INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG,-6.5,105.5,150.0,6.5,8.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
1803,,1852.0,1.0,24.0,,,0.0,,,MEXICO:  OAXACA,17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1804,,1852.0,1.0,24.0,,,,,,"PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS",27.7,68.8,,,,350.0,3.0,,,,,,3.0,,3.0,,3.0,350.0,3.0,,,,,,3.0,,3.0,,
1805,,1852.0,2.0,22.0,,,0.0,,,IRAN:  KHABUSHAN (NW KUCHAN),37.1,58.4,10.0,5.8,9.0,2000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
1806,,1852.0,4.0,16.0,22.0,16.0,0.0,,,AZORES:  SAO MIGUEL (SAN MIGUEL),37.5,-25.3,,,10.0,12.0,1.0,,,,,,1.0,,1.0,,,12.0,1.0,,,,,,1.0,,1.0,,
1807,,1852.0,5.0,26.0,,,,,,CHINA: NINGXIA,37.5,105.2,,6.0,8.0,300.0,3.0,,,400.0,3.0,,3.0,20000.0,4.0,,,300.0,3.0,,,400.0,3.0,,3.0,20000.0,4.0,,
1808,,1852.0,7.0,17.0,,,,788.0,,CUBA: SANTIAGO DE CUBA,20.0,-75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,,1852.0,7.0,24.0,,,0.0,,,TURKEY,39.9,41.3,,7.3,,17.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
1810,,1852.0,9.0,16.0,10.0,45.0,,790.0,,"PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA",14.0,120.5,,7.5,9.0,3.0,1.0,,,1.0,1.0,,3.0,,3.0,,,3.0,1.0,,,1.0,1.0,,3.0,,3.0,,
1811,,1852.0,11.0,11.0,0.0,0.0,,794.0,,INDONESIA:  SUMATRA:  SIBOLGA,1.5,98.0,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
1812,,1852.0,11.0,19.0,,,,796.0,,INDONESIA:  AMBON ISLAND,-3.7,128.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,1852.0,11.0,25.0,7.0,9.0,0.0,798.0,,CALIFORNIA:  NORTHERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,,1852.0,11.0,25.0,22.0,40.0,,799.0,,INDONESIA:  MALUKU:  BANDANAIRA,-5.25,129.75,100.0,8.3,9.0,,,,,,,,3.0,,3.0,,,60.0,2.0,,,,,,3.0,,3.0,,
1815,,1852.0,11.0,27.0,,,,801.0,,PERU,-12.1,-77.1,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
1816,,1852.0,11.0,29.0,,,,802.0,,N. MEXICO,32.5,-115.5,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
1817,,1852.0,12.0,4.0,,,,803.0,,S. MEXICO,17.0,-100.0,,,,1.0,1.0,,,,4.0,,3.0,,3.0,,,1.0,1.0,,,,4.0,,3.0,,3.0,,
1818,,1852.0,12.0,21.0,10.0,,0.0,,,AZORES:  FAIAL,38.3,-28.4,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
1819,,1852.0,12.0,24.0,,,,,,"PHILIPPINES:  BATANGAS, N MINDANAO",13.8,121.1,,,9.0,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,
1820,,1852.0,12.0,24.0,,,,804.0,,INDONESIA:  BANDANEIRA,-5.0,130.5,,7.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,2.0,,
1821,,1853.0,2.0,1.0,21.0,,0.0,,,CALIFORNIA:  SAN SIMEON,35.5,-121.0,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1822,,1853.0,3.0,11.0,,,0.0,,,JAPAN:  ODAWARA,35.5,139.5,,,,79.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
1823,,1853.0,4.0,9.0,,,0.0,,,"ITALY:  CAPOSELE,CALABRITTO,LIONI",40.9,15.2,,,9.0,12.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
1824,,1853.0,4.0,22.0,,,,,,IRAN:  SHIRAZ,29.6,52.5,,,9.0,13000.0,4.0,,,,,,4.0,,4.0,,,13000.0,4.0,,,,,,4.0,,4.0,,
1825,,1853.0,5.0,18.0,20.0,,0.0,,,ITALY:  S,40.8,15.2,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
1826,,1853.0,7.0,15.0,,,,807.0,,VENEZUELA:  CUMANA,10.5,-64.2,14.0,6.7,9.0,1000.0,3.0,,,,3.0,,3.0,,3.0,,,1000.0,3.0,,,,3.0,,3.0,,3.0,,
1827,,1853.0,8.0,18.0,8.0,30.0,,808.0,,"GREECE:  THEBES, BOEOTIA",38.25,23.5,,,9.0,17.0,1.0,,,,,,2.0,,,,,17.0,1.0,,,,,,,,,,
1828,,1853.0,10.0,3.0,,,,5475.0,,JAPAN:  OKINAWA,26.2,127.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,,1853.0,11.0,,,,0.0,810.0,,RUSSIA:  KURIL ISLANDS,47.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,,1853.0,12.0,24.0,,,,811.0,,TONGA TRENCH,-21.166999999999998,-175.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,,1853.0,,,,,,,,"PHILIPPINES:  CAMARINES, DAET",14.0,123.0,,,8.0,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
1832,,1854.0,1.0,2.0,,,0.0,,,MEXICO:  DURANGO,24.0,-104.4,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1833,,1854.0,1.0,4.0,,,,815.0,,INDONESIA:  BANDA SEA,-3.5,128.6,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
1834,,1854.0,1.0,13.0,,,0.0,,,MEXICO:  TLAPUJAHUA,19.8,-100.2,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1835,,1854.0,1.0,27.0,18.0,10.0,0.0,818.0,,ALASKA:  GULF OF ALASKA,57.0,-152.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1836,,1854.0,2.0,12.0,,,,,,"ITALY:  CONNICI,COSENZA,PIETRAFITTA,PATERNO",39.3,16.3,,,10.0,468.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
1837,,1854.0,4.0,14.0,,,,,,EL SALVADOR:  SAN SALVADOR,13.8,-89.2,,,,1000.0,3.0,,,,,,4.0,,,,,,3.0,,,,,,4.0,,,,
1838,,1854.0,5.0,5.0,,,0.0,,,"MEXICO:  VERACRUZ,OAXACA",17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1839,,1854.0,5.0,31.0,12.0,59.0,,819.0,,CALIFORNIA:  SOUTHERN,34.4,-119.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,,1854.0,6.0,16.0,17.0,,0.0,,,ITALY:  N,44.3,11.8,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
1841,,1854.0,7.0,9.0,,,,,,"JAPAN:  IGA, ISE, YAMATO",35.0,136.0,,,,1352.0,4.0,,,,,,3.0,5000.0,4.0,,,1352.0,4.0,,,,,,3.0,5000.0,4.0,,
1842,,1854.0,7.0,20.0,1.0,45.0,,,,"FRANCE:  BAGNERES, GRIPP, LOURDES, ARGES",43.0,-0.1,,,9.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
1843,,1854.0,7.0,30.0,2.0,30.0,,,,"ALBANIA:  DELVINE, SULI, GZIG",39.5,20.5,,,10.0,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
1844,,1854.0,8.0,4.0,,,,824.0,,COSTA RICA-PANAMA,8.5,-83.0,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
1845,,1854.0,8.0,7.0,,,,825.0,,COSTA RICA-PANAMA,8.5,-83.0,,7.2,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,1.0
1846,,1854.0,9.0,22.0,,,,,,"IRAN:  TABRIZ, KHVOY (KHOI)",38.06,45.03,,4.5,6.0,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
1847,,1854.0,9.0,27.0,,,,827.0,,INDONESIA:  MALUKU:  TERNATE ISLAND,0.8,127.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,,1854.0,10.0,22.0,3.0,35.0,,829.0,,CALIFORNIA:  NORTHERN,37.8,-122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,,1854.0,12.0,23.0,0.0,0.0,,835.0,,JAPAN:  ENSHUNADA SEA,34.0,137.9,,8.3,,300.0,3.0,,,,,,3.0,600.0,3.0,,,1000.0,3.0,,,,,,4.0,8900.0,4.0,,
1850,,1854.0,12.0,24.0,8.0,0.0,0.0,837.0,,JAPAN:  NANKAIDO,33.1,135.0,,8.4,,,3.0,,,,,,3.0,10000.0,4.0,,,3000.0,4.0,,,,,,4.0,20000.0,4.0,15000.0,4.0
1851,,1854.0,12.0,24.0,,,,,,CHINA: SICHUAN PROVINCE,29.1,107.1,,5.5,7.0,,3.0,,,,,,2.0,,2.0,,,,3.0,,,,,,2.0,,2.0,,
1852,,1854.0,12.0,29.0,2.0,45.0,,3377.0,,"FRANCE:  CAGNES, BAR, ST PAUL, GRASSE, MENTON, NICE",43.8,7.9,,,9.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,2.0
1853,,1855.0,1.0,23.0,9.0,,,839.0,,"NEW ZEALAND:  WELLINGTON,WAIOURU,WANGANUI,OTAKI",-41.25,175.0,33.0,8.0,,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,1.0
1854,,1855.0,2.0,1.0,,,0.0,,,"MEXICO:  GUERRERO,OAXACA",17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1855,,1855.0,2.0,11.0,12.0,0.0,,5507.0,,NEW ZEALAND,-39.2,177.6,25.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
1856,,1855.0,2.0,28.0,1.0,,,,,"TURKEY:  TAYABAS, BURSA",40.2,29.1,,6.7,10.0,1900.0,4.0,,,,,,2.0,,,,,,,,,,,,,,,,
1857,,1855.0,3.0,8.0,,,0.0,,,MEXICO:  OAXACA,17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1858,,1855.0,3.0,20.0,0.0,30.0,0.0,844.0,,CALIFORNIA:  NORTHERN,40.75,-124.2,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1859,,1855.0,3.0,22.0,,,0.0,,,PHILIPPINES:  S LUZON,16.0,121.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
1860,,1855.0,4.0,11.0,17.0,40.0,,,,TURKEY:  BURSA,40.2,29.1,,,10.0,400.0,3.0,,,,,,2.0,,,,,,,,,,,,,,,,
1861,,1855.0,4.0,29.0,,,,,,TURKEY:  BURSA,40.2,29.1,,6.7,,1300.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
1862,,1855.0,7.0,3.0,,,0.0,,,"ALBANIA: SHKODER, BUCHATI, ZADRIME, JUBANI, KOSMACI",42.0,19.5,,,10.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1863,,1855.0,7.0,11.0,4.0,15.0,,846.0,,CALIFORNIA:  LOS ANGELES,34.1,-118.1,,6.0,8.0,,,,,,,,2.0,1.0,1.0,26.0,1.0,,,,,,,,2.0,1.0,1.0,26.0,1.0
1864,,1855.0,7.0,14.0,,,,,,INDONESIA:  MALUKU:  TERNATE ISLAND,0.8,127.3,,,9.0,34.0,1.0,,,,,,2.0,1.0,1.0,,2.0,34.0,1.0,,,,,,2.0,1.0,1.0,,2.0
1865,,1855.0,7.0,25.0,12.0,,,,,SWITZERLAND:  HAUT-VALAIS,46.3,7.9,,,8.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
1866,,1855.0,8.0,11.0,9.0,15.0,,847.0,,CHILE:  VALPARAISO,-33.0,-71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,,1855.0,8.0,22.0,12.0,,0.0,,,ALGERIA,37.1,5.7,,,10.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1868,,1855.0,9.0,25.0,,,,848.0,,HONDURAS: TRUJILLO,15.91,-85.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,,1855.0,10.0,22.0,3.0,45.0,,849.0,,CALIFORNIA:  SAN FRANCISCO,37.8,-122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,,1855.0,11.0,7.0,,,,850.0,,ENSHUNADA,34.5,137.6,,7.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1871,,1855.0,11.0,11.0,,,,851.0,,JAPAN:  TOKYO,35.65,139.8,,7.0,,6757.0,4.0,,,,,,4.0,50000.0,4.0,,,6757.0,4.0,,,,,,4.0,50000.0,4.0,,
1872,,1855.0,12.0,3.0,,,,5426.0,,JAPAN:  NANKAIDO,32.5,134.5,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
1873,,1855.0,12.0,11.0,,,,,,CHINA:  LIAONING PROVINCE,39.1,121.6,,5.5,7.0,7.0,1.0,,,,,,2.0,560.0,3.0,,,7.0,1.0,,,,,,2.0,560.0,3.0,,
1874,,1855.0,12.0,12.0,,,0.0,,,"FRANCE:  CHASTEUIL,TAULANNE,CASTELLANE,TALOIRE",43.8,6.4,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1875,,1855.0,,,,,,3567.0,,CHINA:  SICHUAN PROVINCE,29.2,108.1,,4.8,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1876,,1856.0,1.0,12.0,10.0,20.0,,,,"PORTUGAL:  TAVIRA, ALGARVE",37.1,-8.0,,,10.0,,,,,,,,2.0,100.0,2.0,100.0,2.0,,,,,,,,2.0,100.0,2.0,,
1877,,1856.0,2.0,2.0,,,0.0,,,MEXICO:  OAXACA,17.0,-96.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1878,,1856.0,2.0,15.0,13.0,25.0,,856.0,,CALIFORNIA:  NORTHERN,37.5,-122.3,,5.5,7.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
1879,,1856.0,3.0,2.0,,,,859.0,581.0,INDONESIA:  SANGIHE PULAU (VOLCANIC),3.67,125.5,,,,,,,,,,,,,,,,2806.0,4.0,,,,2.0,,3.0,,3.0,,
1880,,1856.0,6.0,5.0,,,0.0,,,ITALY:  PIEVE SANTO STEFANO,46.4,12.4,,,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
1881,,1856.0,6.0,10.0,,,,,,CHINA:  HUBEI PROVINCE,29.7,108.8,,5.5,7.0,300.0,3.0,,,,,,2.0,,,,,300.0,3.0,,,,,,,,,,
1882,,1856.0,7.0,25.0,,,,861.0,,INDONESIA:  LOMBOK ISLAND,-8.5,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,,1856.0,8.0,4.0,,,,2377.0,,HONDURAS:  COAST,16.0,-88.0,,7.5,,,3.0,,,,,,3.0,,3.0,,,,3.0,,,,,,3.0,,3.0,,
1884,,1856.0,8.0,21.0,21.0,45.0,,3438.0,,ALGERIA:  NORTHERN,37.1,5.7,,,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
1885,,1856.0,8.0,22.0,11.0,40.0,,3380.0,,ALGERIA:  NORTHERN,37.1,5.7,,,9.0,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,
1886,,1856.0,8.0,23.0,,,,864.0,,JAPAN:  OSHIMA,40.5,143.5,,8.0,5.0,,,,,,,,,,,,,26.0,1.0,,,,,,2.0,193.0,3.0,238.0,3.0
1887,,1856.0,10.0,12.0,0.0,45.0,,866.0,,GREECE:  CRETE; EGYPT,35.5,26.0,100.0,,11.0,538.0,3.0,,,,,,3.0,8000.0,4.0,8000.0,4.0,538.0,3.0,,,,,,3.0,8000.0,4.0,,
1888,,1856.0,11.0,13.0,,,,867.0,,GREECE:  CHIOS (E SPORADES),38.25,26.25,,6.6,9.0,,2.0,,,,,,2.0,,3.0,,,,2.0,,,,,,2.0,,3.0,,
1889,,1857.0,1.0,6.0,,,,3639.0,,"SUDAN:  GONDOKORO, ILENGWE",4.9,31.7,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1890,,1857.0,1.0,9.0,10.0,13.0,0.0,,,CALIFORNIA:  SAN FRANCISCO,35.0,-119.0,,8.3,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
1891,,1857.0,4.0,9.0,,,,,,IRAN:  LAKE URMIA (LAKE URMI),37.4,45.3,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1892,,1857.0,4.0,9.0,,,,,,TURKEY:  HINIS,38.4,42.1,,6.7,9.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,
1893,,1857.0,4.0,17.0,,,,869.0,4906.0,PAPUA NEW GUINEA:  BISMARCK SEA,-5.5,147.0,,8.0,,,,,,,,,1.0,,,,,,2.0,,,,,,2.0,,2.0,,
1894,,1857.0,5.0,13.0,,,,870.0,,"INDONESIA:  TIMOR ISLAND::  DILHI, GERA",-8.0,115.5,50.0,7.0,,36.0,1.0,,,,,,2.0,,2.0,,,36.0,1.0,,,,,,2.0,,2.0,,
1895,,1857.0,5.0,23.0,9.0,,,3439.0,,ALGERIA:  SEA OF ALBORAN,36.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,,1857.0,7.0,13.0,22.0,,,871.0,,"TOKAIDO, JAPAN",34.8,138.3,,6.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1897,,1857.0,9.0,16.0,,,0.0,,,"ITALY:  CALABRIA,MONTEMURRO",39.4,16.4,,,,10000.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
1898,,1857.0,9.0,17.0,22.0,,,868.0,,TURKEY:  BURSA,40.2,29.0,,,6.0,,,,,,,,1.0,32.0,1.0,,,,,,,,,,1.0,32.0,1.0,,
1899,,1857.0,10.0,27.0,,,0.0,,,"IRAN:  TASUJ,AZARBAIJAN",38.3,45.4,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,
1900,,1857.0,11.0,17.0,,,,872.0,,INDONESIA:  SULAWESI ISLAND:  KEMA,1.35,125.2,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,
1901,,1857.0,11.0,18.0,,,,873.0,,INDONESIA:  SULAWESI ISLAND:  KEMA,1.35,125.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,,1857.0,12.0,16.0,21.0,18.0,,,,"ITALY:  CAMPANIA, POTENZA",40.3,16.0,,6.5,10.0,10000.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,
1903,,1858.0,1.0,15.0,,,,,,SLOVAKIA:  ZILINA,49.2,18.8,,,9.0,,,,,,,0.05,1.0,,,,,,,,,,,,,,,,
1904,,1858.0,1.0,22.0,,,0.0,,,RUSSIA:  KOMANDORSKY ISLAND,55.0,166.0,20.0,7.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,
1905,,1858.0,2.0,21.0,7.0,30.0,0.0,,,"GREECE:  VIEILLE,KORINTHOS,HEXAMILIA",38.0,23.0,,,10.0,19.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
1906,,1858.0,4.0,9.0,,,,,,JAPAN:  HIDA:  N,36.0,137.5,,,,203.0,3.0,,,,,,2.0,709.0,3.0,,,203.0,3.0,,,,,,2.0,709.0,3.0,,
1907,,1858.0,4.0,23.0,,,,,6484.0,SHINANO: TATE-YAMA VOLCANO,36.571,137.59,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
1908,,1858.0,4.0,24.0,11.0,15.0,,875.0,,CHILE:  LA SERENA,-30.0,-71.4,,6.5,8.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
